name,state,stream,fees,student_rating,placement_rate,industry_tieups,location
Narsee Monjee Institute of Management Studies,West Bengal,Arts,276379,3.4,75,Yes,Urban
Indian Institute of Science,Maharashtra,Hotel-management,402761,2.6,90,No,Semi-Urban
Shiv Nadar University,Madhya Pradesh,Arts,342238,2.7,86,Yes,Semi-Urban
National Institute of Technology Trichy,Delhi,Medical,480294,3.9,95,No,Rural
SRM Institute of Science and Technology,Uttar Pradesh,Science,193137,3.9,50,No,Rural
Jamia Millia Islamia,Punjab,Science,310914,3.2,49,No,Urban
Vellore Institute of Technology,Karnataka,Medical,430796,3.7,67,No,Rural
Narsee Monjee Institute of Management Studies,Gujarat,Pharmacy,166014,3.6,46,No,Semi-Urban
Narsee Monjee Institute of Management Studies,West Bengal,Arts,188157,3.7,91,No,Rural
Vellore Institute of Technology,Madhya Pradesh,Arts,103928,2.6,98,Yes,Semi-Urban
Amity University,Tamil Nadu,Arts,445211,4.1,78,Yes,Rural
SRM Institute of Science and Technology,Maharashtra,Arts,421345,3.5,46,No,Urban
Anna University,Rajasthan,Management,102276,3.5,63,Yes,Urban
Indian Institute of Science,Bihar,Commerce,461217,4.0,90,Yes,Semi-Urban
Shiv Nadar University,Karnataka,Commerce,348550,4.7,71,No,Rural
Indian Institute of Management Ahmedabad,Uttar Pradesh,Medical,459777,4.3,81,No,Rural
Vellore Institute of Technology,Punjab,Medical,172221,4.2,98,No,Rural
Narsee Monjee Institute of Management Studies,Rajasthan,Medical,152426,3.5,97,No,Semi-Urban
Ashoka University,West Bengal,Medical,250306,3.5,80,No,Semi-Urban
Indian Institute of Technology Bombay,Uttar Pradesh,Pharmacy,105380,4.5,79,Yes,Rural
Banaras Hindu University,Assam,Hotel-management,337945,4.0,45,Yes,Semi-Urban
Birla Institute of Technology and Science,Assam,Pharmacy,336707,3.9,47,Yes,Urban
National Institute of Technology Trichy,Karnataka,Medical,224610,3.7,59,Yes,Urban
University of Delhi,Rajasthan,Science,451493,3.7,57,No,Rural
Indian Institute of Science,Andhra Pradesh,Pharmacy,317436,3.8,55,No,Semi-Urban
Vellore Institute of Technology,Tamil Nadu,Arts,404875,3.4,85,Yes,Semi-Urban
Banaras Hindu University,Bihar,Pharmacy,354903,2.5,57,No,Semi-Urban
Indian Institute of Management Ahmedabad,Bihar,Commerce,435043,3.5,42,No,Rural
SRM Institute of Science and Technology,Madhya Pradesh,Commerce,118711,3.5,95,No,Rural
Jamia Millia Islamia,Gujarat,Engineering,449291,2.5,78,No,Rural
Symbiosis Institute of Business Management,Karnataka,Pharmacy,428862,3.8,59,Yes,Rural
Ashoka University,Madhya Pradesh,Pharmacy,353186,4.0,79,Yes,Rural
Symbiosis Institute of Business Management,West Bengal,Management,274841,2.6,71,Yes,Urban
Amity University,West Bengal,Pharmacy,239806,4.5,93,No,Rural
Vellore Institute of Technology,Uttar Pradesh,Commerce,115139,3.6,64,No,Rural
Vellore Institute of Technology,Delhi,Commerce,325730,3.6,86,No,Rural
National Institute of Technology Trichy,Uttar Pradesh,Commerce,368286,3.1,95,Yes,Urban
Narsee Monjee Institute of Management Studies,Andhra Pradesh,Science,88917,4.5,49,No,Rural
Delhi Technological University,Maharashtra,Management,288000,2.5,93,No,Rural
University of Delhi,Uttar Pradesh,Science,496204,3.8,50,Yes,Urban
Indian Institute of Technology Bombay,Bihar,Pharmacy,248075,4.9,52,Yes,Semi-Urban
Christ University,West Bengal,Pharmacy,264279,2.7,74,No,Urban
Anna University,Punjab,Pharmacy,418403,4.8,75,Yes,Semi-Urban
Vellore Institute of Technology,Tamil Nadu,Medical,237305,3.9,86,Yes,Urban
Jamia Millia Islamia,Maharashtra,Pharmacy,174416,3.3,59,Yes,Rural
National Institute of Technology Trichy,Rajasthan,Management,486391,3.8,73,Yes,Semi-Urban
Indian Institute of Science,Tamil Nadu,Hotel-management,138020,2.8,83,No,Urban
Birla Institute of Technology and Science,Tamil Nadu,Engineering,463299,4.9,86,Yes,Semi-Urban
Amity University,Haryana,Hotel-management,430009,3.4,95,Yes,Urban
Christ University,Assam,Hotel-management,241179,4.7,80,No,Urban
SRM Institute of Science and Technology,Karnataka,Arts,473418,3.9,54,Yes,Urban
Christ University,Uttar Pradesh,Pharmacy,322716,4.1,83,No,Urban
Christ University,Madhya Pradesh,Commerce,266279,2.9,47,Yes,Semi-Urban
Amity University,West Bengal,Management,84229,3.3,66,No,Urban
SRM Institute of Science and Technology,Assam,Science,72206,4.9,85,No,Urban
Christ University,Karnataka,Pharmacy,243740,3.4,89,No,Semi-Urban
Indian Institute of Management Ahmedabad,Uttar Pradesh,Pharmacy,449026,3.2,82,Yes,Rural
Birla Institute of Technology and Science,Bihar,Engineering,192785,4.3,89,No,Rural
Amity University,Assam,Commerce,426070,3.8,79,No,Rural
Delhi Technological University,Madhya Pradesh,Commerce,56171,2.5,86,Yes,Urban
National Institute of Technology Trichy,Gujarat,Science,256258,4.7,69,No,Semi-Urban
Banaras Hindu University,West Bengal,Hotel-management,378538,4.3,66,Yes,Urban
Christ University,Haryana,Science,411272,2.6,63,No,Semi-Urban
Amity University,Karnataka,Arts,300707,4.6,57,Yes,Rural
Banaras Hindu University,Andhra Pradesh,Engineering,407843,4.8,64,No,Semi-Urban
SRM Institute of Science and Technology,Gujarat,Commerce,248515,3.8,89,No,Urban
Jadavpur University,Uttar Pradesh,Commerce,200329,3.2,55,No,Urban
Vellore Institute of Technology,Tamil Nadu,Medical,138853,3.6,87,No,Rural
Banaras Hindu University,Uttar Pradesh,Commerce,179266,3.2,49,No,Urban
Shiv Nadar University,Odisha,Management,79178,4.3,81,No,Urban
Indian Institute of Science,Karnataka,Medical,327145,2.8,93,Yes,Urban
Ashoka University,Delhi,Science,228534,4.1,76,Yes,Semi-Urban
Jamia Millia Islamia,Maharashtra,Pharmacy,336704,3.9,97,No,Semi-Urban
Ashoka University,Andhra Pradesh,Commerce,185260,3.9,57,No,Semi-Urban
National Institute of Technology Trichy,Maharashtra,Management,219561,4.7,51,No,Rural
Amity University,Bihar,Medical,393882,3.4,98,Yes,Urban
Vellore Institute of Technology,Rajasthan,Commerce,418175,3.1,42,No,Urban
Birla Institute of Technology and Science,Delhi,Science,163953,4.7,70,No,Rural
Amity University,Uttar Pradesh,Medical,457380,2.9,44,No,Rural
Birla Institute of Technology and Science,West Bengal,Pharmacy,201497,3.4,79,No,Rural
Indian Institute of Management Ahmedabad,Uttar Pradesh,Engineering,197483,4.1,91,Yes,Urban
National Institute of Technology Trichy,Uttar Pradesh,Medical,142346,3.7,63,Yes,Rural
Anna University,Punjab,Arts,283405,2.6,93,Yes,Urban
Manipal Institute of Technology,Madhya Pradesh,Medical,292751,3.1,59,No,Semi-Urban
Indian Institute of Technology Bombay,West Bengal,Arts,330736,4.4,71,Yes,Semi-Urban
Jamia Millia Islamia,Uttar Pradesh,Commerce,222182,4.4,62,Yes,Urban
Indian Institute of Technology Bombay,Assam,Commerce,337266,3.5,42,No,Urban
National Institute of Technology Trichy,Andhra Pradesh,Hotel-management,134188,4.4,49,No,Urban
University of Delhi,Uttar Pradesh,Arts,300648,4.1,53,Yes,Semi-Urban
Delhi Technological University,Odisha,Medical,51566,4.6,94,No,Semi-Urban
Birla Institute of Technology and Science,Assam,Management,255580,2.6,70,No,Rural
Vellore Institute of Technology,Uttar Pradesh,Engineering,471231,4.5,55,No,Rural
Indian Institute of Technology Bombay,Punjab,Medical,202860,3.0,77,No,Semi-Urban
Indian Institute of Management Ahmedabad,Delhi,Medical,271821,3.8,40,No,Semi-Urban
University of Delhi,Punjab,Arts,410078,3.6,70,Yes,Rural
Indian Institute of Management Ahmedabad,Assam,Engineering,187860,4.1,89,No,Rural
Shiv Nadar University,Tamil Nadu,Management,196271,3.8,65,Yes,Rural
SRM Institute of Science and Technology,Karnataka,Management,389456,4.6,98,No,Rural
Christ University,Odisha,Arts,173395,2.6,94,Yes,Semi-Urban
Indian Institute of Science,Karnataka,Commerce,270501,3.4,74,Yes,Urban
Shiv Nadar University,Punjab,Medical,62062,4.4,96,No,Rural
Delhi Technological University,Madhya Pradesh,Engineering,138333,3.4,61,No,Semi-Urban
Jadavpur University,Uttar Pradesh,Arts,392340,4.2,97,No,Urban
Birla Institute of Technology and Science,Karnataka,Medical,304113,3.5,98,No,Rural
Amity University,Madhya Pradesh,Medical,209304,3.3,65,No,Urban
Indian Institute of Management Ahmedabad,Karnataka,Management,330922,2.6,58,No,Semi-Urban
Indian Institute of Technology Bombay,West Bengal,Pharmacy,484092,4.0,88,Yes,Rural
University of Delhi,Andhra Pradesh,Engineering,406102,4.3,71,Yes,Urban
SRM Institute of Science and Technology,Rajasthan,Pharmacy,102000,3.4,97,No,Rural
Manipal Institute of Technology,Haryana,Arts,92845,4.5,62,No,Semi-Urban
Banaras Hindu University,Madhya Pradesh,Engineering,169484,3.6,79,Yes,Urban
University of Delhi,Maharashtra,Commerce,223685,3.8,63,Yes,Urban
SRM Institute of Science and Technology,Tamil Nadu,Science,201668,4.2,93,No,Semi-Urban
Shiv Nadar University,West Bengal,Management,276828,4.5,54,Yes,Semi-Urban
Indian Institute of Technology Bombay,Tamil Nadu,Hotel-management,356247,4.9,40,Yes,Rural
Shiv Nadar University,Gujarat,Pharmacy,318847,3.3,90,Yes,Rural
Indian Institute of Science,Andhra Pradesh,Commerce,385766,3.9,78,No,Semi-Urban
Delhi Technological University,Punjab,Medical,117368,4.3,89,Yes,Rural
Anna University,Haryana,Engineering,133079,2.6,96,No,Semi-Urban
University of Delhi,Tamil Nadu,Commerce,354559,2.6,57,Yes,Urban
SRM Institute of Science and Technology,West Bengal,Science,74319,4.6,74,No,Rural
Shiv Nadar University,Madhya Pradesh,Arts,489900,2.9,42,Yes,Urban
Christ University,Odisha,Arts,228493,4.8,77,Yes,Urban
Jadavpur University,Tamil Nadu,Science,192004,3.2,47,Yes,Urban
Amity University,Assam,Management,124409,2.7,80,Yes,Rural
Manipal Institute of Technology,Odisha,Management,249655,3.2,54,Yes,Rural
Symbiosis Institute of Business Management,Uttar Pradesh,Commerce,437890,3.3,57,Yes,Urban
Narsee Monjee Institute of Management Studies,Karnataka,Pharmacy,384735,3.6,48,No,Urban
Vellore Institute of Technology,West Bengal,Engineering,129272,3.9,72,Yes,Urban
Indian Institute of Science,Gujarat,Engineering,474292,3.1,90,No,Semi-Urban
Shiv Nadar University,Bihar,Hotel-management,374272,3.0,58,No,Rural
Indian Institute of Science,Haryana,Arts,355814,2.5,65,No,Semi-Urban
Indian Institute of Science,Haryana,Hotel-management,487829,3.4,62,Yes,Rural
Indian Institute of Science,Punjab,Medical,298754,4.8,78,Yes,Rural
Symbiosis Institute of Business Management,Rajasthan,Medical,349992,4.9,61,Yes,Semi-Urban
Indian Institute of Technology Bombay,Haryana,Engineering,255774,2.9,51,Yes,Urban
Indian Institute of Science,Haryana,Arts,359513,3.5,66,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Rajasthan,Hotel-management,133691,4.2,86,Yes,Urban
Jamia Millia Islamia,Delhi,Engineering,253622,3.4,63,No,Semi-Urban
Indian Institute of Technology Bombay,Rajasthan,Management,418674,4.9,68,No,Rural
Indian Institute of Technology Bombay,West Bengal,Science,115321,4.9,88,No,Rural
Jadavpur University,Uttar Pradesh,Hotel-management,459325,3.2,55,Yes,Semi-Urban
Christ University,Uttar Pradesh,Arts,250672,3.6,91,No,Urban
Vellore Institute of Technology,Delhi,Commerce,369053,3.2,57,Yes,Semi-Urban
Jamia Millia Islamia,Haryana,Commerce,144923,3.6,81,Yes,Semi-Urban
Narsee Monjee Institute of Management Studies,Gujarat,Management,439731,4.3,58,No,Semi-Urban
SRM Institute of Science and Technology,Gujarat,Science,185336,2.7,86,Yes,Urban
Narsee Monjee Institute of Management Studies,Haryana,Hotel-management,75551,3.2,65,No,Urban
Anna University,Gujarat,Management,360866,2.6,98,No,Semi-Urban
Manipal Institute of Technology,Uttar Pradesh,Pharmacy,288193,4.7,83,No,Semi-Urban
Amity University,Karnataka,Engineering,168954,3.7,96,Yes,Urban
Ashoka University,Gujarat,Management,205993,4.7,57,Yes,Urban
Shiv Nadar University,Bihar,Arts,396424,4.4,96,No,Rural
Vellore Institute of Technology,Assam,Science,422513,3.1,72,No,Semi-Urban
Vellore Institute of Technology,Punjab,Engineering,430940,3.7,47,Yes,Urban
Delhi Technological University,Rajasthan,Medical,440103,4.4,83,Yes,Semi-Urban
Amity University,Assam,Science,314193,2.6,43,Yes,Semi-Urban
Birla Institute of Technology and Science,Delhi,Management,243333,4.2,60,No,Urban
Manipal Institute of Technology,Odisha,Hotel-management,212702,3.4,97,No,Semi-Urban
Ashoka University,Madhya Pradesh,Arts,174610,2.9,74,No,Rural
Symbiosis Institute of Business Management,West Bengal,Science,361512,4.0,58,No,Rural
National Institute of Technology Trichy,Gujarat,Arts,56044,4.7,77,No,Urban
Indian Institute of Science,Haryana,Medical,267379,4.1,44,No,Rural
University of Delhi,Odisha,Hotel-management,332598,3.0,83,No,Urban
Narsee Monjee Institute of Management Studies,Delhi,Arts,307997,3.9,47,Yes,Urban
Birla Institute of Technology and Science,Tamil Nadu,Medical,341583,3.9,71,Yes,Rural
Anna University,Madhya Pradesh,Hotel-management,445234,2.8,93,Yes,Urban
Jamia Millia Islamia,Punjab,Arts,338343,3.9,58,No,Semi-Urban
Jadavpur University,Odisha,Arts,497158,4.1,64,No,Rural
Indian Institute of Science,Karnataka,Science,285319,4.8,76,Yes,Urban
SRM Institute of Science and Technology,Uttar Pradesh,Pharmacy,443339,4.2,55,Yes,Urban
Shiv Nadar University,West Bengal,Arts,299019,4.3,67,Yes,Urban
Indian Institute of Technology Bombay,Haryana,Management,445100,5.0,90,No,Urban
Ashoka University,Uttar Pradesh,Arts,429734,4.5,64,Yes,Rural
Manipal Institute of Technology,Andhra Pradesh,Medical,332639,3.0,68,No,Urban
SRM Institute of Science and Technology,Bihar,Pharmacy,277213,2.9,79,No,Semi-Urban
National Institute of Technology Trichy,Gujarat,Medical,209215,2.9,49,No,Semi-Urban
SRM Institute of Science and Technology,Haryana,Medical,489597,2.7,87,No,Rural
National Institute of Technology Trichy,Odisha,Science,156613,3.3,93,Yes,Rural
Birla Institute of Technology and Science,Gujarat,Management,250329,3.8,80,Yes,Semi-Urban
University of Delhi,Gujarat,Hotel-management,268442,4.9,83,Yes,Urban
Jamia Millia Islamia,West Bengal,Management,138617,3.1,63,No,Semi-Urban
Jamia Millia Islamia,Bihar,Arts,444227,4.6,81,Yes,Urban
Vellore Institute of Technology,Delhi,Arts,84389,2.6,42,No,Semi-Urban
Banaras Hindu University,West Bengal,Commerce,257501,4.4,89,No,Rural
Banaras Hindu University,Uttar Pradesh,Pharmacy,372570,4.8,83,No,Urban
Christ University,Odisha,Commerce,68043,3.2,50,No,Urban
Symbiosis Institute of Business Management,Madhya Pradesh,Pharmacy,176954,3.9,51,Yes,Urban
Narsee Monjee Institute of Management Studies,Maharashtra,Hotel-management,308392,3.5,94,Yes,Urban
Indian Institute of Technology Bombay,Haryana,Commerce,363110,4.7,70,No,Rural
Shiv Nadar University,Delhi,Management,123678,4.2,47,Yes,Semi-Urban
National Institute of Technology Trichy,Delhi,Arts,137067,2.5,47,Yes,Semi-Urban
Shiv Nadar University,Gujarat,Arts,244802,3.4,66,Yes,Urban
National Institute of Technology Trichy,Haryana,Engineering,147951,4.9,56,Yes,Urban
Narsee Monjee Institute of Management Studies,Andhra Pradesh,Commerce,467145,4.5,74,No,Semi-Urban
University of Delhi,Punjab,Arts,251557,3.0,91,No,Urban
Narsee Monjee Institute of Management Studies,Gujarat,Science,82727,2.5,43,No,Semi-Urban
Delhi Technological University,Odisha,Commerce,325707,4.1,72,Yes,Semi-Urban
Jamia Millia Islamia,Rajasthan,Hotel-management,307770,4.8,92,Yes,Semi-Urban
Christ University,Odisha,Science,207099,3.4,91,Yes,Rural
Anna University,Rajasthan,Management,485505,4.0,53,No,Semi-Urban
Birla Institute of Technology and Science,Maharashtra,Hotel-management,323655,4.2,96,Yes,Semi-Urban
Anna University,Uttar Pradesh,Arts,340953,2.8,91,No,Rural
Shiv Nadar University,Odisha,Management,318943,4.0,43,No,Semi-Urban
Indian Institute of Management Ahmedabad,Uttar Pradesh,Management,166134,4.9,63,Yes,Urban
National Institute of Technology Trichy,Gujarat,Medical,393096,4.7,64,Yes,Rural
Banaras Hindu University,Uttar Pradesh,Commerce,329732,4.7,56,No,Rural
SRM Institute of Science and Technology,Karnataka,Hotel-management,496953,3.6,82,No,Rural
University of Delhi,Haryana,Science,318673,4.1,56,No,Semi-Urban
Jamia Millia Islamia,Haryana,Science,115110,4.3,68,No,Semi-Urban
University of Delhi,Tamil Nadu,Management,60962,2.7,60,No,Urban
Jadavpur University,Bihar,Science,275329,3.3,85,Yes,Urban
Vellore Institute of Technology,Madhya Pradesh,Commerce,91441,3.2,42,Yes,Semi-Urban
Manipal Institute of Technology,Bihar,Hotel-management,120876,2.6,66,Yes,Urban
University of Delhi,Odisha,Pharmacy,450914,3.0,78,No,Rural
Jamia Millia Islamia,Uttar Pradesh,Pharmacy,200044,3.4,68,No,Rural
Christ University,Delhi,Commerce,396026,2.5,90,Yes,Urban
Indian Institute of Science,Rajasthan,Management,133610,4.9,59,No,Urban
National Institute of Technology Trichy,Gujarat,Medical,207862,3.9,68,No,Rural
Christ University,Madhya Pradesh,Science,395948,4.8,59,No,Rural
Symbiosis Institute of Business Management,Punjab,Management,216251,3.8,81,No,Semi-Urban
University of Delhi,Tamil Nadu,Medical,205230,3.1,68,Yes,Semi-Urban
Vellore Institute of Technology,Punjab,Arts,237079,3.2,86,Yes,Rural
Ashoka University,Bihar,Commerce,162677,2.5,71,No,Rural
Anna University,West Bengal,Engineering,457470,3.5,47,No,Urban
Anna University,Delhi,Engineering,490563,4.0,41,No,Rural
Birla Institute of Technology and Science,Bihar,Engineering,145751,4.8,42,Yes,Rural
Jadavpur University,Assam,Engineering,475099,3.0,76,Yes,Urban
Jadavpur University,Maharashtra,Science,122514,4.2,82,No,Urban
Amity University,Uttar Pradesh,Management,411727,2.8,67,Yes,Semi-Urban
Christ University,Karnataka,Medical,162596,2.5,55,Yes,Semi-Urban
Amity University,Delhi,Commerce,443136,3.3,45,No,Urban
Delhi Technological University,Punjab,Pharmacy,209848,5.0,80,No,Urban
University of Delhi,Assam,Hotel-management,267557,3.1,75,No,Rural
Shiv Nadar University,Rajasthan,Commerce,382269,3.9,64,No,Semi-Urban
Manipal Institute of Technology,Rajasthan,Hotel-management,450750,4.2,43,No,Rural
Banaras Hindu University,Madhya Pradesh,Engineering,238460,4.1,48,No,Rural
SRM Institute of Science and Technology,Gujarat,Commerce,241675,4.0,97,Yes,Rural
National Institute of Technology Trichy,Haryana,Management,69691,3.6,57,No,Rural
Anna University,West Bengal,Management,222252,4.8,41,Yes,Rural
Indian Institute of Technology Bombay,Uttar Pradesh,Hotel-management,81186,4.0,47,No,Semi-Urban
Ashoka University,Bihar,Medical,337823,2.6,81,Yes,Rural
Indian Institute of Technology Bombay,West Bengal,Commerce,59672,3.7,97,No,Urban
National Institute of Technology Trichy,Maharashtra,Science,368741,2.7,50,Yes,Rural
Indian Institute of Management Ahmedabad,Odisha,Engineering,385117,4.0,85,Yes,Rural
Narsee Monjee Institute of Management Studies,Rajasthan,Hotel-management,112916,3.7,66,No,Rural
University of Delhi,Maharashtra,Science,273361,2.5,63,Yes,Rural
Birla Institute of Technology and Science,Madhya Pradesh,Engineering,240635,4.6,75,No,Rural
Indian Institute of Technology Bombay,Karnataka,Hotel-management,261889,2.9,59,Yes,Rural
Ashoka University,Assam,Engineering,203427,3.5,70,Yes,Semi-Urban
Jadavpur University,Madhya Pradesh,Management,285052,4.7,91,No,Urban
Manipal Institute of Technology,Gujarat,Science,274596,4.4,40,Yes,Urban
National Institute of Technology Trichy,Uttar Pradesh,Commerce,429644,4.7,61,Yes,Urban
Amity University,Madhya Pradesh,Engineering,486535,2.8,83,Yes,Urban
